001_0068.jpg => ['001.ak47']
001_0074.jpg => ['135.mailbox']
001_0007.jpg => ['001.ak47']
001_0001.jpg => ['001.ak47']
001_0090.jpg => ['001.ak47']
001_0086.jpg => ['001.ak47']
001_0056.jpg => ['001.ak47']
001_0062.jpg => ['001.ak47']
001_0030.jpg => ['001.ak47']
001_0015.jpg => ['231.tripod']
001_0080.jpg => ['001.ak47']
001_0019.jpg => ['001.ak47']
001_0087.jpg => ['001.ak47']
001_0048.jpg => ['001.ak47']
001_0076.jpg => ['159.people']
001_0039.jpg => ['001.ak47']
001_0059.jpg => ['001.ak47']
001_0085.jpg => ['001.ak47']
001_0053.jpg => ['001.ak47']
001_0006.jpg => ['173.rifle']
001_0022.jpg => ['001.ak47']
001_0057.jpg => ['074.flashlight']
001_0004.jpg => ['029.cannon']
001_0029.jpg => ['001.ak47']
001_0042.jpg => ['001.ak47']
001_0032.jpg => ['173.rifle']
001_0008.jpg => ['135.mailbox']
001_0072.jpg => ['001.ak47']
001_0023.jpg => ['001.ak47']
001_0058.jpg => ['001.ak47']
002_0072.jpg => ['245.windmill']
002_0021.jpg => ['002.american-flag']
002_0044.jpg => ['126.ladder']
002_0005.jpg => ['002.american-flag']
002_0002.jpg => ['002.american-flag']
002_0084.jpg => ['002.american-flag']
002_0096.jpg => ['002.american-flag']
002_0081.jpg => ['002.american-flag']
002_0063.jpg => ['002.american-flag']
002_0097.jpg => ['185.skateboard']
002_0023.jpg => ['002.american-flag']
002_0048.jpg => ['002.american-flag']
002_0085.jpg => ['002.american-flag']
002_0054.jpg => ['002.american-flag']
002_0027.jpg => ['195.soda-can']
002_0039.jpg => ['002.american-flag']
002_0060.jpg => ['232.t-shirt']
002_0045.jpg => ['002.american-flag']
002_0036.jpg => ['002.american-flag']
002_0025.jpg => ['002.american-flag']
002_0009.jpg => ['002.american-flag']
002_0030.jpg => ['002.american-flag']
002_0010.jpg => ['002.american-flag']
002_0020.jpg => ['002.american-flag']
002_0062.jpg => ['002.american-flag']
002_0019.jpg => ['002.american-flag']
002_0033.jpg => ['002.american-flag']
002_0064.jpg => ['002.american-flag']
002_0051.jpg => ['002.american-flag']
002_0066.jpg => ['126.ladder']
003_0023.jpg => ['003.backpack']
003_0039.jpg => ['003.backpack']
003_0030.jpg => ['003.backpack']
003_0143.jpg => ['003.backpack']
003_0125.jpg => ['003.backpack']
003_0083.jpg => ['003.backpack']
003_0115.jpg => ['003.backpack']
003_0073.jpg => ['211.tambourine']
003_0041.jpg => ['003.backpack']
003_0004.jpg => ['003.backpack']
003_0117.jpg => ['003.backpack']
003_0036.jpg => ['003.backpack']
003_0150.jpg => ['003.backpack']
003_0044.jpg => ['076.football-helmet']
003_0068.jpg => ['101.head-phones']
003_0151.jpg => ['003.backpack']
003_0105.jpg => ['003.backpack']
003_0063.jpg => ['003.backpack']
003_0081.jpg => ['003.backpack']
003_0055.jpg => ['003.backpack']
003_0032.jpg => ['003.backpack']
003_0090.jpg => ['003.backpack']
003_0005.jpg => ['003.backpack']
003_0008.jpg => ['003.backpack']
003_0148.jpg => ['003.backpack']
003_0140.jpg => ['003.backpack']
003_0103.jpg => ['003.backpack']
003_0145.jpg => ['003.backpack']
003_0061.jpg => ['003.backpack']
003_0057.jpg => ['203.stirrups']
003_0107.jpg => ['101.head-phones']
003_0038.jpg => ['159.people']
003_0027.jpg => ['003.backpack']
003_0139.jpg => ['003.backpack']
003_0047.jpg => ['003.backpack']
003_0071.jpg => ['003.backpack']
003_0035.jpg => ['003.backpack']
003_0093.jpg => ['003.backpack']
003_0070.jpg => ['003.backpack']
003_0118.jpg => ['003.backpack']
003_0074.jpg => ['012.binoculars']
003_0031.jpg => ['035.cereal-box']
003_0085.jpg => ['003.backpack']
003_0060.jpg => ['003.backpack']
003_0075.jpg => ['003.backpack']
003_0131.jpg => ['176.saddle']
004_0087.jpg => ['135.mailbox']
004_0016.jpg => ['004.baseball-bat']
004_0105.jpg => ['159.people']
004_0077.jpg => ['245.windmill']
004_0035.jpg => ['181.segway']
004_0109.jpg => ['227.treadmill']
004_0040.jpg => ['004.baseball-bat']
004_0036.jpg => ['004.baseball-bat']
004_0107.jpg => ['131.lightbulb']
004_0122.jpg => ['004.baseball-bat']
004_0073.jpg => ['004.baseball-bat']
004_0095.jpg => ['004.baseball-bat']
004_0113.jpg => ['039.chopsticks']
004_0018.jpg => ['199.spoon']
004_0091.jpg => ['004.baseball-bat']
004_0072.jpg => ['004.baseball-bat']
004_0126.jpg => ['004.baseball-bat']
